Customer id,Age,Gender,Location,Email Opened,Email Clicked,Product page visit,Discount offered,Purchased
8392,52,0,Auckland,0,0,5,1,0
8393,55,1,Auckland,0,0,8,1,1
8394,59,0,Brisbane,0,1,7,1,1
8395,38,0,Sydney,0,1,4,0,1
8396,54,1,Sydney,1,1,6,1,0
8397,60,0,Perth,0,0,1,0,1
8398,47,1,Brisbane,1,0,9,0,1
8399,31,1,Brisbane,0,0,0,0,1
8400,38,1,Auckland,0,1,8,1,0
8401,51,1,Sydney,0,1,9,1,1
8402,16,0,Melbourne,1,0,0,1,1
8403,46,1,Brisbane,0,0,1,0,1
8404,38,1,Brisbane,1,0,2,0,0
8405,23,1,Auckland,0,1,7,1,0
8406,18,0,Melbourne,0,0,5,0,1
8407,31,1,Melbourne,0,0,5,0,1
8408,31,1,Melbourne,1,1,6,0,0
8409,67,0,Melbourne,0,1,8,1,0
8410,64,1,Sydney,0,0,3,0,1
8411,62,1,Perth,0,0,7,0,0
8412,44,0,Melbourne,0,0,3,0,1
8413,54,1,Perth,1,0,3,0,0
8414,25,1,Perth,1,0,6,0,1
8415,35,0,Auckland,0,0,3,0,1
8416,35,0,Melbourne,1,0,6,0,1
8417,32,0,Sydney,0,0,3,1,0
8418,69,1,Auckland,0,1,6,0,0
8419,43,1,Auckland,0,0,5,0,0
8420,38,0,Perth,1,0,6,1,1
8421,24,1,Brisbane,1,1,0,0,0
8422,59,0,Sydney,0,0,7,1,0
8423,31,1,Melbourne,1,0,0,1,0
8424,32,0,Melbourne,1,0,3,1,0
8425,56,0,Sydney,0,0,8,1,0
8426,62,0,Melbourne,1,1,9,1,0
8427,34,1,Brisbane,1,0,5,0,1
8428,51,0,Brisbane,1,1,2,0,0
8429,59,0,Melbourne,1,1,0,1,1
8430,32,1,Auckland,0,1,5,0,0
8431,31,0,Melbourne,1,0,0,1,1
8432,23,1,Melbourne,1,0,2,0,0
8433,28,0,Sydney,0,0,7,1,1
8434,63,0,Brisbane,0,0,4,1,0
8435,43,0,Auckland,1,1,3,0,0
8436,45,0,Sydney,1,0,9,0,1
8437,18,0,Sydney,0,0,2,1,1
8438,32,0,Auckland,0,1,9,1,1
8439,34,0,Auckland,1,0,9,1,0
8440,61,1,Sydney,1,1,9,0,1
8441,57,0,Melbourne,0,1,5,1,1
8442,58,1,Auckland,0,0,3,0,0
8443,23,1,Perth,1,1,6,1,0
8444,27,1,Auckland,0,1,7,1,0
8445,29,1,Sydney,1,1,7,1,1
8446,41,1,Perth,0,1,5,0,0
8447,29,1,Sydney,0,0,4,1,1
8448,42,0,Brisbane,0,0,6,1,1
8449,51,0,Brisbane,1,0,8,1,1
8450,69,0,Melbourne,1,0,9,1,0
8451,33,0,Auckland,0,0,7,1,1
8452,40,0,Sydney,1,0,4,0,0
8453,66,1,Perth,0,1,2,1,0
8454,40,1,Auckland,0,1,6,1,0
8455,39,1,Melbourne,1,0,6,1,0
8456,40,0,Sydney,1,0,7,1,1
8457,40,0,Sydney,1,1,9,1,0
8458,60,0,Brisbane,0,1,5,0,1
8459,42,0,Melbourne,1,1,6,0,0
8460,63,1,Sydney,0,0,1,0,0
8461,32,1,Brisbane,1,0,9,0,0
8462,46,0,Brisbane,0,1,1,0,1
8463,67,1,Perth,0,0,5,1,0
8464,17,0,Melbourne,0,1,0,0,0
8465,16,0,Melbourne,1,0,6,1,1
8466,47,0,Sydney,0,0,5,1,0
8467,56,1,Perth,0,0,2,1,1
8468,33,1,Auckland,1,0,7,1,1
8469,31,1,Sydney,1,0,0,0,1
8470,58,0,Brisbane,0,0,3,1,1
8471,47,0,Auckland,1,0,7,0,1
8472,26,0,Auckland,0,0,8,0,1
8473,63,1,Sydney,0,0,1,0,1
8474,17,0,Perth,0,1,5,0,0
8475,57,0,Melbourne,0,1,7,1,1
8476,63,1,Perth,1,1,2,1,0
8477,69,0,Sydney,1,1,7,1,1
8478,40,1,Melbourne,0,1,7,1,1
8479,49,1,Auckland,1,0,2,0,1
8480,22,0,Brisbane,0,0,3,1,0
8481,66,0,Perth,0,1,2,1,0
8482,50,0,Melbourne,1,1,2,1,1
8483,67,0,Perth,1,0,4,1,0
8484,68,1,Melbourne,1,1,6,1,0
8485,21,1,Brisbane,0,0,1,0,0
8486,60,1,Sydney,1,1,2,0,1
8487,60,1,Sydney,1,1,8,1,0
8488,50,1,Melbourne,1,0,2,1,0
8489,30,1,Melbourne,1,1,5,1,0
8490,38,1,Sydney,0,1,5,0,1
8491,68,0,Auckland,1,1,4,1,0
8492,15,0,Auckland,1,0,5,0,0
8493,63,0,Auckland,0,1,1,0,0
8494,39,0,Brisbane,0,0,6,1,1
8495,24,0,Melbourne,0,0,3,1,1
8496,68,0,Perth,0,0,4,1,1
8497,30,1,Perth,0,1,5,0,0
8498,30,0,Melbourne,0,0,3,0,0
8499,22,0,Sydney,1,0,8,1,1
8500,43,1,Melbourne,0,1,5,0,0
8501,53,1,Auckland,1,0,3,0,1
8502,42,0,Auckland,1,1,6,0,1
8503,20,1,Perth,1,1,6,1,0
8504,30,0,Melbourne,1,1,3,0,0
8505,34,1,Perth,0,1,0,0,0
8506,30,0,Sydney,1,0,4,1,0
8507,21,0,Brisbane,1,1,3,0,0
8508,55,0,Brisbane,1,0,1,1,1
8509,28,1,Sydney,0,1,8,0,1
8510,57,1,Auckland,0,1,9,1,0
8511,40,0,Auckland,1,0,4,0,0
8512,40,1,Auckland,0,0,1,1,0
8513,28,1,Perth,1,0,2,0,1
8514,21,0,Perth,0,1,9,0,1
8515,47,0,Brisbane,1,1,1,1,0
8516,40,1,Auckland,0,1,1,1,1
8517,59,1,Auckland,0,0,0,0,1
8518,34,0,Sydney,1,0,2,1,1
8519,17,1,Brisbane,1,1,1,1,0
8520,66,1,Perth,1,0,9,1,0
8521,18,1,Brisbane,1,1,5,0,1
8522,40,0,Auckland,0,0,9,0,0
8523,25,1,Auckland,1,1,5,0,1
8524,16,1,Perth,1,0,3,0,0
8525,28,0,Perth,1,0,7,0,1
8526,58,1,Brisbane,0,0,6,0,0
8527,44,0,Melbourne,1,1,1,0,0
8528,63,0,Auckland,1,1,0,0,1
8529,26,0,Auckland,1,1,4,0,1
8530,40,0,Melbourne,0,1,4,0,0
8531,58,0,Brisbane,1,1,5,1,0
8532,47,0,Sydney,0,1,2,0,0
8533,27,1,Sydney,0,1,1,1,0
8534,28,0,Auckland,1,1,3,0,1
8535,38,1,Sydney,1,1,7,0,1
8536,48,0,Brisbane,1,1,0,1,0
8537,58,0,Sydney,1,1,6,0,0
8538,40,1,Perth,0,0,1,1,0
8539,35,0,Brisbane,0,0,2,1,1
8540,42,0,Melbourne,0,0,1,1,0
8541,62,0,Auckland,0,0,2,1,1
8542,50,0,Brisbane,1,1,2,1,0
8543,54,1,Sydney,1,1,4,0,1
8544,16,0,Brisbane,0,0,4,0,1
8545,56,0,Melbourne,1,0,2,0,0
8546,23,0,Brisbane,1,1,6,0,1
8547,37,1,Melbourne,0,0,5,0,1
8548,29,0,Melbourne,1,0,8,0,0
8549,27,0,Brisbane,0,0,3,1,0
8550,37,1,Auckland,1,0,0,1,1
8551,31,0,Auckland,1,0,9,1,0
8552,62,1,Sydney,1,1,6,1,1
8553,16,1,Brisbane,1,0,5,1,0
8554,34,1,Brisbane,0,1,4,0,1
8555,34,1,Perth,0,0,3,0,0
8556,60,1,Auckland,1,0,4,0,0
8557,17,0,Melbourne,0,0,5,1,1
8558,69,0,Perth,0,0,4,1,1
8559,26,1,Brisbane,1,0,0,0,1
8560,54,0,Perth,1,0,9,0,0
8561,16,0,Auckland,1,1,2,1,0
8562,50,1,Brisbane,1,1,3,0,0
8563,28,1,Auckland,1,0,1,0,1
8564,30,0,Perth,0,1,6,0,0
8565,33,0,Sydney,1,1,0,1,1
8566,48,1,Melbourne,1,0,8,0,0
8567,58,0,Melbourne,1,0,6,0,1
8568,60,1,Sydney,1,0,9,0,0
8569,20,1,Sydney,0,0,7,1,1
8570,27,1,Sydney,1,0,3,1,0
8571,50,0,Auckland,0,0,5,0,1
8572,36,1,Brisbane,1,0,8,1,0
8573,32,1,Sydney,0,1,4,0,0
8574,26,1,Auckland,1,1,4,0,1
8575,66,1,Perth,0,1,5,1,1
8576,68,1,Perth,0,1,7,0,1
8577,44,0,Sydney,1,1,3,0,1
8578,67,0,Perth,1,0,3,0,1
8579,65,0,Sydney,0,1,4,1,0
8580,54,1,Perth,1,0,7,1,0
8581,21,0,Perth,1,0,7,0,0
8582,46,1,Brisbane,1,0,3,1,1
8583,62,0,Brisbane,0,1,3,1,1
8584,33,0,Perth,0,1,7,0,0
8585,20,1,Brisbane,0,0,9,1,0
8586,34,0,Sydney,0,1,4,1,0
8587,41,0,Melbourne,0,0,1,1,0
8588,67,0,Sydney,0,0,5,0,0
8589,57,1,Brisbane,1,0,2,0,1
8590,51,0,Auckland,0,1,4,0,1
8591,62,1,Perth,1,0,7,0,1
8592,21,1,Brisbane,1,1,1,0,0
8593,19,1,Brisbane,0,0,0,0,0
8594,25,0,Brisbane,0,0,0,1,1
8595,29,0,Sydney,0,1,0,1,1
8596,17,1,Perth,1,0,5,1,1
8597,19,1,Melbourne,0,1,6,0,1
8598,37,0,Brisbane,0,0,5,1,1
8599,67,0,Auckland,1,0,3,1,0
8600,51,0,Perth,1,0,1,0,1
8601,23,0,Melbourne,0,0,7,0,1
8602,29,1,Auckland,0,0,8,1,1
8603,17,0,Melbourne,1,0,2,0,1
8604,43,1,Melbourne,1,1,4,1,0
8605,20,1,Perth,1,1,7,0,0
8606,31,0,Sydney,0,0,6,1,0
8607,40,0,Auckland,1,0,4,1,1
8608,35,0,Brisbane,0,1,1,0,1
8609,22,0,Melbourne,1,0,5,1,0
8610,35,0,Auckland,0,0,0,0,0
8611,25,0,Perth,0,1,6,0,1
8612,52,0,Auckland,1,1,8,0,1
8613,22,1,Brisbane,1,1,4,1,0
8614,56,1,Brisbane,1,0,7,1,0
8615,38,0,Perth,0,0,0,0,0
8616,49,1,Auckland,0,1,3,0,0
8617,69,1,Sydney,0,1,1,1,0
8618,28,0,Sydney,0,1,8,1,1
8619,69,1,Melbourne,0,0,2,1,1
8620,28,0,Melbourne,1,0,9,1,0
8621,24,0,Auckland,1,0,2,1,1
8622,26,1,Melbourne,1,0,0,1,0
8623,52,0,Brisbane,1,1,5,0,0
8624,58,0,Perth,0,1,5,1,0
8625,69,0,Melbourne,1,0,9,0,0
8626,60,1,Sydney,0,1,9,1,1
8627,48,1,Brisbane,1,1,2,0,0
8628,55,0,Sydney,1,0,7,1,0
8629,24,0,Melbourne,0,0,4,1,1
8630,31,1,Melbourne,1,1,6,0,0
8631,31,1,Brisbane,1,1,9,1,0
8632,17,0,Sydney,0,1,8,0,0
8633,45,1,Perth,0,1,3,0,0
8634,65,0,Perth,1,1,0,1,1
8635,15,1,Brisbane,1,1,1,1,1
8636,26,1,Melbourne,1,1,3,1,0
8637,53,1,Brisbane,0,0,2,1,0
8638,18,1,Sydney,1,0,3,0,0
8639,56,0,Perth,1,1,2,1,0
8640,27,0,Melbourne,0,1,7,0,1
8641,48,1,Sydney,1,0,8,0,0
8642,56,0,Perth,0,1,9,0,1
8643,35,0,Perth,0,1,8,1,1
8644,36,1,Auckland,1,1,1,1,0
8645,18,1,Melbourne,0,1,5,1,0
8646,32,0,Brisbane,0,1,5,0,1
8647,19,1,Auckland,1,1,7,1,1
8648,33,0,Perth,0,1,3,0,0
8649,16,1,Melbourne,0,0,0,0,1
8650,26,0,Melbourne,0,0,2,0,0
8651,31,1,Auckland,0,0,1,1,1
8652,24,1,Sydney,1,0,6,1,0
8653,48,0,Sydney,1,1,4,1,1
8654,20,1,Brisbane,1,0,8,1,0
8655,22,0,Melbourne,0,1,3,0,1
8656,65,0,Auckland,1,0,2,0,0
8657,25,1,Perth,1,0,8,1,0
8658,26,1,Sydney,1,1,6,0,1
8659,23,1,Auckland,1,1,0,0,0
8660,16,1,Brisbane,0,0,0,0,1
8661,22,0,Brisbane,0,1,2,1,1
8662,25,0,Melbourne,0,0,2,1,1
8663,67,1,Brisbane,0,1,0,1,0
8664,50,0,Brisbane,0,0,0,0,1
8665,24,1,Sydney,1,0,1,0,1
8666,35,0,Sydney,1,0,1,0,0
8667,34,1,Brisbane,1,1,2,1,0
8668,62,1,Melbourne,0,0,9,1,0
8669,22,0,Sydney,0,1,2,1,1
8670,50,1,Sydney,1,1,8,1,0
8671,43,0,Brisbane,0,0,0,1,1
8672,56,1,Melbourne,1,0,4,1,0
8673,26,0,Brisbane,1,0,9,0,0
8674,28,0,Perth,0,0,1,0,0
8675,62,0,Perth,0,0,4,1,0
8676,68,0,Melbourne,1,1,4,1,1
8677,64,1,Perth,0,0,2,1,1
8678,35,1,Melbourne,1,1,1,0,1
8679,36,1,Perth,1,1,7,1,0
8680,35,0,Auckland,1,0,1,0,1
8681,58,1,Sydney,0,0,1,1,1
8682,64,1,Brisbane,1,0,1,0,1
8683,44,1,Melbourne,1,0,9,0,0
8684,53,1,Perth,1,0,5,0,1
8685,34,0,Auckland,0,1,2,1,0
8686,38,1,Perth,1,0,4,1,0
8687,37,1,Auckland,0,1,2,1,1
8688,21,0,Brisbane,0,0,6,0,0
8689,23,1,Sydney,0,0,2,1,1
8690,15,0,Sydney,1,1,0,0,1
8691,40,1,Auckland,1,1,7,1,0
8692,52,0,Perth,0,0,2,0,0
8693,52,0,Sydney,1,0,0,1,1
8694,68,1,Perth,1,0,2,1,1
8695,58,1,Melbourne,1,0,4,0,0
8696,36,1,Perth,1,0,4,1,1
8697,58,1,Melbourne,0,0,8,0,0
8698,24,1,Melbourne,1,0,2,1,0
8699,69,1,Sydney,1,1,9,0,1
8700,20,0,Melbourne,0,0,6,1,1
8701,31,0,Perth,0,1,9,1,0
8702,65,0,Brisbane,0,0,3,1,1
8703,64,0,Perth,1,1,2,1,1
8704,52,1,Auckland,0,0,1,0,1
8705,38,0,Auckland,1,0,9,0,0
8706,65,0,Perth,1,1,1,1,1
8707,24,0,Auckland,0,0,6,1,0
8708,22,1,Brisbane,0,1,2,1,0
8709,35,1,Auckland,0,0,7,0,1
8710,20,1,Sydney,1,0,6,0,1
8711,35,0,Brisbane,0,1,4,0,0
8712,53,1,Sydney,0,1,6,1,0
8713,38,0,Sydney,1,0,0,1,1
8714,47,0,Brisbane,0,0,7,0,1
8715,32,0,Sydney,0,1,9,1,0
8716,42,1,Auckland,0,1,2,0,1
8717,66,1,Perth,0,0,6,0,1
8718,46,1,Brisbane,0,1,3,1,1
8719,26,0,Perth,0,0,1,1,0
8720,62,1,Brisbane,1,1,9,1,0
8721,56,1,Brisbane,0,1,3,1,0
8722,41,1,Sydney,1,0,6,1,0
8723,24,0,Perth,0,1,1,1,1
8724,60,0,Auckland,0,1,4,0,1
8725,66,0,Perth,0,1,5,0,0
8726,56,0,Brisbane,0,0,4,1,0
8727,46,1,Auckland,0,0,6,0,1
8728,56,1,Sydney,1,0,5,1,1
8729,40,0,Auckland,0,0,4,0,1
8730,39,1,Auckland,0,1,8,0,0
8731,25,0,Perth,0,0,2,1,0
8732,37,1,Brisbane,0,0,0,0,0
8733,48,1,Brisbane,0,1,2,0,0
8734,66,1,Brisbane,0,0,7,1,1
8735,54,0,Melbourne,0,0,9,0,1
8736,37,1,Sydney,1,1,4,1,1
8737,43,1,Perth,0,1,5,0,0
8738,45,1,Brisbane,1,1,7,1,1
8739,21,1,Auckland,0,0,5,1,0
8740,54,0,Melbourne,1,0,4,1,1
8741,47,0,Sydney,0,1,0,0,0
8742,35,0,Brisbane,1,1,4,1,1
8743,16,1,Melbourne,1,1,7,0,0
8744,32,1,Sydney,1,0,4,1,1
8745,61,1,Auckland,0,0,5,1,0
8746,47,0,Melbourne,0,1,5,0,1
8747,51,0,Perth,1,0,2,1,0
8748,48,1,Sydney,1,1,6,1,1
8749,34,0,Melbourne,1,0,8,1,0
8750,49,0,Melbourne,0,0,1,0,0
8751,65,1,Sydney,0,1,2,0,0
8752,64,0,Melbourne,0,0,5,1,0
8753,68,1,Melbourne,1,0,4,1,0
8754,32,0,Sydney,1,0,4,1,1
8755,60,0,Auckland,1,1,1,0,1
8756,38,0,Perth,1,0,6,1,0
8757,22,0,Sydney,1,1,3,0,0
8758,44,1,Brisbane,1,1,8,1,1
8759,58,1,Melbourne,1,1,0,1,1
8760,67,0,Perth,0,0,4,1,1
8761,24,1,Perth,1,1,6,1,0
8762,37,0,Sydney,0,1,4,0,0
8763,66,1,Brisbane,1,0,0,1,1
8764,63,0,Brisbane,1,1,2,1,1
8765,25,1,Auckland,1,0,8,0,1
8766,16,0,Brisbane,1,1,0,1,0
8767,40,0,Sydney,0,0,6,0,0
8768,50,1,Perth,0,1,8,1,0
8769,47,0,Perth,1,0,3,1,0
8770,61,0,Brisbane,1,1,2,0,0
8771,27,0,Melbourne,0,1,3,1,1
8772,54,0,Auckland,1,1,3,0,0
8773,39,1,Brisbane,0,0,8,0,1
8774,18,1,Sydney,0,0,2,1,1
8775,56,0,Auckland,1,1,9,0,0
8776,33,0,Brisbane,1,0,7,1,1
8777,32,1,Auckland,0,0,6,0,0
8778,51,1,Melbourne,0,0,9,1,0
8779,44,0,Sydney,1,0,0,1,1
8780,33,0,Brisbane,1,0,4,1,0
8781,37,1,Perth,0,1,4,0,0
8782,68,0,Sydney,0,1,0,0,0
8783,30,1,Melbourne,0,0,9,1,0
8784,15,1,Melbourne,1,1,0,0,0
8785,26,1,Perth,0,1,6,1,0
8786,38,0,Sydney,0,0,2,0,0
8787,48,1,Brisbane,0,0,0,1,0
8788,67,1,Perth,1,0,0,1,0
8789,22,0,Brisbane,1,0,0,0,1
8790,32,1,Auckland,1,1,2,1,1
8791,62,1,Brisbane,1,1,1,1,0
8792,19,1,Auckland,0,1,1,0,1
8793,40,1,Brisbane,1,0,7,0,0
8794,44,1,Auckland,0,0,1,0,1
8795,68,1,Sydney,1,1,7,0,1
8796,27,0,Melbourne,1,0,7,1,0
8797,33,0,Sydney,0,0,8,1,1
8798,43,0,Perth,0,0,6,1,0
8799,17,1,Sydney,0,1,4,0,1
8800,40,1,Sydney,0,0,2,0,1
8801,54,1,Melbourne,1,0,9,0,0
8802,26,0,Sydney,0,1,9,0,0
8803,16,0,Perth,0,0,9,1,1
8804,25,1,Sydney,0,0,3,0,0
8805,58,0,Sydney,1,1,2,1,1
8806,42,0,Sydney,0,1,5,1,1
8807,32,1,Sydney,1,0,4,0,0
8808,27,0,Melbourne,0,1,1,1,1
8809,51,0,Melbourne,1,0,5,0,0
8810,36,0,Perth,1,0,4,0,0
8811,26,0,Perth,1,1,9,1,0
8812,16,1,Perth,1,0,9,1,0
8813,51,1,Sydney,1,0,3,1,1
8814,21,0,Brisbane,0,0,6,0,0
8815,40,0,Sydney,0,1,8,1,0
8816,40,0,Brisbane,0,1,0,1,1
8817,38,0,Perth,1,0,7,0,1
8818,26,1,Sydney,1,0,0,0,0
8819,30,1,Perth,1,0,4,1,1
8820,37,0,Melbourne,0,0,0,0,0
8821,54,0,Perth,1,0,1,1,0
8822,23,0,Sydney,1,0,7,1,1
8823,46,0,Melbourne,0,1,8,1,0
8824,29,1,Melbourne,1,0,0,0,0
8825,51,0,Brisbane,0,1,9,0,1
8826,27,0,Auckland,0,0,6,0,0
8827,19,1,Melbourne,1,1,3,1,0
8828,25,0,Auckland,0,1,3,1,1
8829,24,1,Perth,0,1,5,1,1
8830,66,1,Perth,1,1,9,1,0
8831,27,0,Melbourne,0,1,3,0,1
8832,55,1,Brisbane,0,1,8,0,0
8833,67,0,Perth,0,0,8,0,1
8834,60,0,Auckland,1,0,6,1,1
8835,64,1,Melbourne,0,1,0,0,1
8836,29,1,Melbourne,1,1,5,1,1
8837,56,1,Brisbane,0,1,4,1,1
8838,21,0,Melbourne,0,0,4,1,1
8839,54,0,Sydney,0,1,7,0,0
8840,42,0,Auckland,1,0,4,0,1
8841,46,0,Sydney,0,0,2,0,1
8842,49,0,Sydney,1,1,1,0,1
8843,29,1,Auckland,0,1,3,1,0
8844,62,1,Melbourne,0,1,4,0,1
8845,50,1,Melbourne,1,0,6,0,0
8846,35,0,Sydney,0,1,3,1,1
8847,20,0,Auckland,0,0,8,0,0
8848,15,0,Perth,0,1,6,0,0
8849,18,0,Auckland,1,1,5,0,1
8850,25,0,Sydney,0,1,8,0,0
8851,58,1,Auckland,1,1,7,0,0
8852,40,0,Auckland,0,1,3,0,0
8853,51,1,Perth,0,1,4,0,0
8854,37,0,Brisbane,0,0,0,0,0
8855,43,1,Brisbane,1,0,1,0,0
8856,35,0,Perth,1,0,3,0,0
8857,62,0,Auckland,1,0,2,1,0
8858,59,1,Sydney,0,1,2,1,0
8859,59,0,Perth,0,0,0,0,0
8860,63,0,Brisbane,0,1,7,0,1
8861,41,0,Brisbane,1,1,1,0,1
8862,53,1,Perth,0,1,3,1,1
8863,54,1,Auckland,1,0,7,0,1
8864,27,0,Melbourne,1,0,2,0,1
8865,37,1,Sydney,1,1,2,1,0
8866,30,1,Melbourne,1,0,0,1,0
8867,44,1,Sydney,1,0,2,0,1
8868,18,1,Melbourne,0,1,6,1,1
8869,54,1,Melbourne,0,1,9,0,0
8870,30,0,Sydney,0,0,9,0,1
8871,45,0,Sydney,1,0,1,0,1
8872,67,0,Brisbane,0,0,5,1,0
8873,56,1,Auckland,0,0,6,0,0
8874,39,1,Auckland,1,0,3,1,0
8875,58,1,Brisbane,0,0,9,1,1
8876,26,0,Melbourne,1,1,4,0,0
8877,40,0,Sydney,0,0,5,0,0
8878,51,0,Perth,0,0,9,0,1
8879,62,0,Melbourne,0,0,3,0,0
8880,47,0,Auckland,1,1,0,0,0
8881,42,0,Sydney,1,1,2,0,1
8882,23,0,Brisbane,0,1,9,1,0
8883,26,0,Melbourne,0,0,6,0,1
8884,19,1,Perth,1,1,8,0,1
8885,68,1,Melbourne,1,1,7,1,1
8886,66,1,Brisbane,1,0,7,1,1
8887,68,0,Perth,1,0,5,1,1
8888,42,0,Melbourne,0,0,4,0,1
8889,49,0,Brisbane,0,1,9,0,0
8890,19,1,Melbourne,1,0,2,1,0
8891,48,0,Sydney,0,0,9,0,1
8892,60,1,Melbourne,0,0,1,1,1
8893,48,1,Brisbane,1,1,0,1,1
8894,27,0,Auckland,1,0,4,1,1
8895,53,1,Brisbane,1,0,9,0,0
8896,56,0,Melbourne,1,1,0,1,0
8897,59,1,Sydney,0,0,2,0,1
8898,62,0,Auckland,1,1,8,1,0
8899,28,0,Brisbane,1,0,5,0,1
8900,25,0,Auckland,1,1,7,0,1
8901,56,1,Sydney,1,1,1,0,0
8902,52,0,Perth,1,0,0,1,1
8903,18,0,Auckland,0,1,4,0,1
8904,67,0,Brisbane,1,0,5,0,1
8905,47,0,Sydney,1,1,7,1,0
8906,21,0,Brisbane,1,0,9,0,1
8907,55,1,Sydney,1,1,1,0,0
8908,22,1,Brisbane,0,1,9,0,0
8909,51,1,Sydney,1,1,8,1,0
8910,65,0,Melbourne,1,1,3,1,0
8911,24,0,Brisbane,1,1,0,0,1
8912,57,0,Sydney,0,1,0,1,1
8913,29,1,Perth,0,1,4,0,0
8914,52,1,Sydney,0,1,2,0,1
8915,29,0,Perth,1,0,6,0,0
8916,19,1,Auckland,1,0,9,1,1
8917,43,1,Sydney,0,0,8,0,0
8918,33,0,Auckland,0,0,1,1,1
8919,68,1,Auckland,0,1,6,1,1
8920,65,0,Melbourne,1,1,4,1,1
8921,24,1,Sydney,0,0,7,0,1
8922,26,1,Melbourne,1,1,8,0,1
8923,68,1,Melbourne,1,1,9,0,1
8924,18,0,Auckland,0,0,5,0,1
8925,45,1,Brisbane,0,0,9,1,1
8926,32,0,Auckland,0,0,2,0,1
8927,30,1,Auckland,0,1,2,1,1
8928,54,0,Perth,0,0,4,1,0
8929,50,0,Brisbane,1,0,5,1,1
8930,39,0,Auckland,1,0,7,0,1
8931,37,1,Brisbane,0,1,8,0,0
8932,26,0,Perth,1,1,5,0,1
8933,48,1,Brisbane,0,0,4,0,1
8934,50,0,Sydney,1,1,2,1,1
8935,51,0,Perth,0,1,1,1,1
8936,17,0,Brisbane,1,1,1,1,1
8937,23,0,Melbourne,0,0,8,0,1
8938,67,1,Brisbane,1,1,6,0,1
8939,32,1,Perth,0,0,0,0,0
8940,57,0,Melbourne,0,0,4,1,1
8941,49,1,Brisbane,1,1,0,1,1
8942,69,1,Brisbane,0,0,5,1,1
8943,48,0,Perth,0,1,1,0,0
8944,55,1,Melbourne,1,0,7,1,0
8945,28,1,Melbourne,1,1,3,0,1
8946,18,0,Brisbane,0,0,6,0,0
8947,43,1,Sydney,0,1,0,1,1
8948,55,0,Perth,1,1,8,0,1
8949,59,1,Perth,1,0,5,1,1
8950,64,0,Auckland,0,0,3,0,1
8951,29,1,Melbourne,0,0,7,0,0
8952,42,1,Melbourne,0,1,6,0,0
8953,56,1,Auckland,1,0,6,1,0
8954,30,1,Brisbane,0,0,1,0,0
8955,26,1,Brisbane,1,0,2,0,1
8956,66,0,Perth,1,1,2,1,0
8957,19,1,Brisbane,1,0,8,1,0
8958,48,0,Sydney,1,1,9,1,0
8959,56,0,Sydney,1,0,8,0,1
8960,15,1,Sydney,0,0,2,0,1
8961,53,0,Auckland,0,0,1,1,0
8962,46,1,Sydney,1,1,3,1,0
8963,40,1,Auckland,1,1,2,0,0
8964,31,1,Perth,1,0,1,1,0
8965,62,1,Perth,1,0,0,0,1
8966,41,0,Sydney,1,0,2,1,0
8967,38,1,Auckland,1,1,7,1,0
8968,49,1,Sydney,0,0,5,0,1
8969,60,1,Brisbane,0,0,2,1,1
8970,56,0,Auckland,1,0,9,0,1
8971,68,0,Auckland,0,0,5,1,1
8972,53,0,Auckland,0,1,8,1,1
8973,40,0,Auckland,0,1,0,1,1
8974,63,1,Brisbane,0,0,3,0,1
8975,52,0,Sydney,0,1,7,1,1
8976,37,0,Perth,0,0,5,1,0
8977,36,0,Melbourne,0,0,3,0,0
8978,18,0,Melbourne,0,0,6,0,1
8979,63,1,Auckland,1,1,1,1,1
8980,23,1,Auckland,1,1,0,1,0
8981,18,0,Perth,1,1,8,1,1
8982,21,0,Melbourne,0,1,9,0,1
8983,37,1,Auckland,0,0,0,1,0
8984,16,1,Brisbane,1,1,0,1,0
8985,63,1,Melbourne,0,0,4,0,1
8986,38,1,Brisbane,0,1,3,0,0
8987,54,0,Perth,0,1,2,1,0
8988,69,0,Perth,0,0,4,1,1
8989,45,1,Melbourne,0,1,9,0,0
8990,61,0,Sydney,1,0,1,0,0
8991,45,0,Melbourne,0,0,4,1,0
8992,61,0,Brisbane,0,1,9,0,0
8993,54,1,Sydney,0,0,3,0,0
8994,62,1,Brisbane,1,0,4,0,0
8995,65,1,Brisbane,0,0,9,0,1
8996,57,1,Brisbane,0,1,7,1,1
8997,48,0,Auckland,1,1,4,0,1
8998,69,1,Sydney,0,1,8,1,0
8999,38,1,Auckland,0,0,7,1,0
9000,63,0,Auckland,0,1,9,1,1
9001,40,1,Brisbane,0,0,8,1,0
9002,30,0,Perth,0,1,6,1,0
9003,61,1,Melbourne,1,1,8,1,0
9004,27,0,Perth,0,1,4,1,0
9005,29,0,Brisbane,0,0,2,0,0
9006,41,0,Melbourne,0,1,3,0,1
9007,18,0,Melbourne,1,0,1,1,0
9008,30,1,Brisbane,1,0,1,0,0
9009,44,0,Auckland,0,0,1,1,1
9010,58,0,Melbourne,0,0,1,0,0
9011,44,1,Melbourne,0,0,0,1,0
9012,50,0,Melbourne,0,1,3,0,1
9013,17,0,Melbourne,1,0,4,0,0
9014,36,1,Sydney,1,0,6,1,1
9015,63,1,Auckland,1,0,5,1,0
9016,36,1,Sydney,0,1,1,1,1
9017,64,0,Sydney,0,1,6,1,0
9018,64,0,Brisbane,0,1,4,1,1
